"","text"
"32","You've gotta be kidding me. Theres a 3RD YETI CARTOON MOVIE IN A ROW? (Smallfoot, Missing Link, Abominable)"
"33","Missing Link is fun and subtly suggests children ignore gender norms, which is *a* step for big screen animation, if only a very small one."
"34","@Film_lust @ArrowFilmsVideo Seems you've had a good day too. Had an excellent time with ""Missing Link"" found the expensive ""Smash Bros. Melee"" for 2$ and I got the 2K restoration of ""The Great Silence"" along with the highly chaotic race film ""RedLine"" that I have been trying to find for some time."
"35","@SebAnimation1 Missing Link is also in the tricky position of being distributed by Annapurna. I love Annapurna and their track record with producing quality films is high, but they're floundering on distribution. Their movies are flopping, with MGM keeping them afloat."
"36","@SebAnimation1 If anything, we should celebrate that Laika wants to tell different kinds of stories. That Chris Butler directed and wrote both Missing Link and ParaNorman shows his versatility as a filmmaker."
"37","I check into the cinema to watch Missing Link and Duo Lingo sends a notification like, ‘bitch why you at the movies it’s time to learn Welsh! Is that a Welsh language film? What are you going to do if someone needs to know if the cat has a harp at the hospital?"
"38","@MMandOscar Not to mention the original movies so far (not speaking to quality, but glad to see them made): Glass, Serenity, Alita: Battle Angel, Us, Missing Link, The Beach Bum, Alone/Together, Velvet Buzzsaw, Paddleton, Unicorn Store, Polar... 2019 is fascinating to say the least."
"39","Missing Link is stop motion fantastic. Dry humor bemusement. Furry delight? Lovely done right. It's the animated euphoria. The Big Foot dysphoria. 

It's good. See it."
"40","Missing Link was as wonderful, charming, and creative as I expected!! Please go give Laila’s new movie a watch. They’re a wonderful company with hope for creative original movies in the future... and not constant remakes!!!"
"41","It’s better than BoxTrolls, but not as good as Coraline, ParaNorman, or Kubo.

Those three really stand out as Laika’s best overall. While Missing Link is a visual treat, it is light on story. A fun story nonetheless."
"42","I am a big fan of the Laika movies, but I haven't paid attention to Missing Link. Dunno. 

Kubo and the Two Strings has been my favorite visuals wise, but Coraline has been my favorite story wise. The others have been good too."
"43","Tonight we went to see a movie (The Missing Link) at a ludicrously upscale movie theater &amp; it turns out that my taste for luxury has its limits."
"44","In non Star Wars news: Missing Link is really good and I worry it’s not gonna get the attention it deserves"
"45","Missing Link was a total experience I needed in my life. I am dead set in supporting it and making sure everyone I know gets to watch it! I have to show my gratitude in a drawing soon!!

#Laika #MissingLink #Bigfoot"
"46","Watched Missing Link and it was okay. Probably the second weakest of Laika Studios' film library (only ahead of Boxtrolls), which look at the other three films Laika did and don't consider it that huge an insult."
"47","Saw Missing Link! I promise it’s better than it looks (Laika trailers are never good.) The animation and cinematography were especially impressive too. Go see it!!!<U+0001F9B6>"
"48","@LAIKAStudios My favorite part of Missing Link™<U+FE0F> by LAIKAStudios™<U+FE0F> is the part where Hugh Jackman and Zach Galifinakis eat each others’ butts in the middle of a snowstorm"
"49","hey @ArtByHornbuckle you might approve of the Missing Link movie. For uh... obvious reasons."
"50","@RyanSheebs I'm also bummed that Captain Marvel still demolished The Missing Link, but alas, I expected it - it's a Laika film. :("
"51","Sad news: ""Missing Link"" is currently tanking at the box office. On pace to open in the bottom half of top ten, with about HALF of the $12.6M opening for ""Kubo,"" which was the previous low for a Laika film."
"52","Missing Link's art design is STUNNING. The sets and environments are beautiful (LOVED the colors in the forest) and the character designs are super charming. I can't believe how smooth the animation is for stop-motion."
"53","If Missing Link doesn't turn into a tv show, im gunna be angery"
"54","@Motherplayer @ArrowFilmsVideo Result!  I am hearing a lot of pleasant things about Missing Link. I always trust your judgment, so i will definitely be giving it a go. <U+0001F44D>"
"55","Just saw Missing Link. It was really fun! There was sadly no tsuchinoko, but there was one surprise cryptid I was very happy to see."
"56","@hoover_wind @RenfamousX You know what?...I might go see 'Missing Link'........jeez!"
"57","I’d rate ‘Missing Link’ a 6/10. 
Decent movie."
"58","I’m absolutely gutted that Missing Link isn’t 3D. I thought Hell Boy too for sure. How will I survive!"
"59","I actually enjoyed Missing Link, it was funny n a cute ass story"
"60","@cineworld is it possible to watch both Missing Link at 12:50 and Shazam at 2:30 today in Eastbourne? Trying to decide what to book!"
"61","@LGTHBlog As far as films go, tomorrow might either go see Shazam, Mid90s, Wild Rose or Missing Link. Curious about whether or not I'll like Wild Rose since, although it's different genre, I wasn't a fan of Buckley's previous film Beast from last year. She had a fine performance..."
"62","@Marcus_Gomezz @cineworld I really enjoyed Missing Link. Compared with Wonder Park I preferred it to the latter.

Hoping Little is good. Have liked what I've seen so far."
"63","@cineworld Missing Link was my favourite of the four followed by Shazam. However, the burial sets in Pet Cemetary looked like they were filmed on an old Star Wars stages ... not good <U+0001F633>"
"64","@_clxtchzillaa_ It’s based on that “Missing Link” kids movie. The Sasquatch character wears a jacket and pants combo looking like this."
"65","Enter to win a$50 Fandango gift card to see #MissingLink in theaters PLUS a Missing Link prize pack including a Colored pencil set, Mini dry erase board, Puzzle, Sticker set, Drawstring backpack, and Orange socks! @momsreview4you //www.asparkleofgenius.com/missing-link-giveaway"
"66","Love hearing Stompin Tom in @thordiakow's review of Missing Link. I might have missed the entire review thanks to Tom though. #sorrythor"
"67","I’m probably more excited to be watching Laika’s Missing Link than any of the kids in the cinema #bigkid #nevergrowup"
"68","Really admire Missing Link's craft, and Laika's traditional storytelling values - none of the obnoxious sass that plagues modern family films - but found the film flat compared to the exceptional Kubo."
"69","Suppose to be seeing Missing Link soon this week <U+0001F60D>"
"70","@JadeScottSavage Hi Jade! Really glad to hear that you're enjoying Missing Link! It's a handsome poster too huh? Are going to watch it a fourth time?"
"71","Missing Link grossed an estimated $1.61M on Friday.

#MissingLink  #BoxOffice  @AnnapurnaPics  @LAIKAStudios"
"72","@horrorflicktab @testpatternshow Still, I might see it again (after I see Missing Link). As for Harbour's version of Hellboy, it's okay. Not as reflective as the comic, not as noble as Perlman. This version of Broom is the worst, though. I hate it so much. He's such a macho prick."
"73","@DinaPugliese Hey D, just seeing what's playing this weekend and you've seen Captain Marvel, Dumbo, Shazam, and Missing Link. You're a beast! Lol #MyHero #DoItLikeDina"
"74","Missing Link is the Speed Racer of 2019"
"75","New movies on #hdmotv

Missing Link (2019) CAM
After (2019 CAM)
Shazam! (2019) Now in TS quality"
"76","So today's @cineworld viewings:
Wild Rose (5/5)
Missing Link (4/5 and family friendly)
Hellboy (2.5/5 maybe 3 with a couple beers and friends on home release)"
"77","Right, Missing Link done, rather wonderful family film which keeps up this run @LAIKAStudios seems to have! Definitely one to take the kids to over the Easter holidays!"
"78","Might check out Missing Link next week in cinemas."
"79","@dakotalanthimos Laika is An amazing Animation studio with their own unique of animation that separates apart from Disney and DreamWorks.
However, many people I know who have seen Missing Link say they liked the animation but the story was not top tier storytelling."
"80","Please... PLEASE watch Missing Link, be it by yourself or with everyone you can drag along for a wholesome experience. @LAIKAStudios really did an awesome job (as always)."
"81","@tonydibbin Preferred Missing Link to be honest with you"
"82","@mvbrat91 Instead of wasting money on HINO, I’ve decided to either see Jordan Peele’s Us or Laika’s newest Missing Link. Still debating."
"83","Please note -  Missing Link at 11.30am tomorrow morning will be featuring Subtitles.

The following subtitled screening will be -
 Shazam (12a) on Thursday 18th April at 5.15pm.
@yourlocalcinema"
"84","Ouch. Missing Link is a huge flop. I didn't think it would do well since the main character design is repulsive looking, but I didn't think it'd do worse than Wonder Park. #boxoffice"
"85","Oh, right.

Did anyone check out Missing Link yet?

Unfortunate that LAIKA is not marketing that film a lot, similar to Kubo.

Hope to see it soon."
"86","@LGTHBlog Trying to see Missing Link today."
"87","Missing Link:

Somehow Laika manages to blow Kubo and the Two Strings out of the water in terms of animation/production. I only wish the story had been a bit stronger. Still, if this is Laika's last animated film, as Travis Knight has stated, then they're going out with a bang."
"88","I can't believe how many sets were made for Missing Link. Especially with such detail and color."
"89","@floaty_uravity @westanallmight Why don't we go see Missing Link? I have yet to hear much about it, but it was produced by the wonderful people at Laika Studios! To think they produce such breathtaking animation without using quirks!"
"90","Taking my mom out to see the new Laika movie, Missing Link today. It’ll be my first time seeing one of their movies in theaters so I’m definitely looking forward to it."
"91","Just went to see Missing Link which was brilliant. And so great to see @WarwickJC in the credits. One of my favourite artists and a bloody lovely human."
"92","Seriously, if Laika shuts down, it will be a heartbreaking loss in modern animation. See Missing Link!"
"93","@untypicalboro Kids enjoyed Missing Link at the pictures. Good story lovingly told and rendered"
"94","The super-duper-early box office estimates are embarrassingly low for Missing Link, which is kind of disappointing. Each time Laika releases a film, the box office numbers are lower, and I dread the day when they'll have to close. Support this studio!"
"95","@gabrielroth We’ve just seen The Missing Link. I had a little sleep."
"96","@AfterAddic They are and I even looked up some stuff. The movie Missing Link (even though it is a different genre, it is targeted toward a bigger audience and has better RT reviews) was in 1,000 more theaters in the US than After, and made $1 million less. People can calm down."
"97","I feel like not a lot has been said about Missing Link. But I just came out of it and while it’s not perfect I’ve enjoyed it so much more than a lot of better reviewed/more talked about films from the past years. 
It’s so charming and sweet and absolutely gorgeous"
"98","I love the vibrancy of Missing Link, it looks amaaazing!!"
"99","the theater for Missing Link is entirely empty I'm scared"
"100","@ScottMendelson @Forbes Missing Link was also crippled by horrid marketing- I have NO idea if the movie is decent or not, but I'd sit PRAYING for the damn trailer to end every time I saw it.
My kids laughed AT it -not WITH- it, &amp; noone else in the theaters seemed impressed either.
Marketing will getcha!"
"101","Missing Link was an amazing movie! I really love how they made the movie."
"102","Honestly I spent a year or more talking shit about Missing Link but I just got home from the theater and it was so good. The only bad part of the movie was the marketing. It’s not what you expect at all. Super good."
"103","Please go see Missing Link, it is SO cute and the animation is breathtaking, as is the standard for LAIKA movies."
"104","@SinemiaSupport @SinemiaSupport I have a very upset 6 year old and a wife celebrating her birthday who are going to miss seeing The Missing Link today if you can’t get your app fixed within an hour.  Epic Fail Sinemia.  Left Movie Pass for this very reason.  Will not renew!"
"105","At theatre with the kiddos watching Missing Link (cute, if you’re wondering). After coming back from the shock of a $66 charge at the concession stand, I love this family time and love that my 18 year old still wants to hang with us. <U+2764><U+FE0F> #anotherdayali #lfamily #momlife #parenting"
"106","@Anpumon Missing Link is not even showing in my area, I am grumpy about thAt"
"107","@OrangeGrove55 I haven’t seen Missing Link yet (tomorrow, perhaps) but the box office numbers make me sad. The amount of time and craft that goes into these films is astounding."
"108","Today’s aesthetic is watching Missing Link in a nearly empty theatre whilst drinking a large Powerade Zero."
"109","Missing Link looked less appealing than other Laika films so I'm not surprised its opening is going to be so low."
"110","@cinemaxwell @smilingldsgirl Truth! I loved Kubo and Missing Link was a pleasant surprise:)"
"111","Why is Missing Link doing so poorly?  Because of Shazam?"
"112","I just saw The Missing Link in theaters today and it was an awesome movie."
"113","Think I'm going to go see The Missing Link today."
"114","@mousterpiece @Archibald_H I admire what they do very much, but Missing Link doesn't look interesting  to me, unfortunately. I absolutely  loved Kubo. Laika has a lot of artistry, but I think their writing quality isn't consistent. I won't ever tell someone not to watch this film though!"
"115","At the theater for Missing Link and Hellboy."
"116","Just got home from seeing Missing Link, it was a great movie!"
"117","What other podcast will give you this kinda range?!
Especially since we’re talking Missing Link this weekend."
"118","Missing Link has a High Rating on @RottenTomatoes"
"119","Missing Link - It always saddens me when a stop-motion film isn't very good. Loads of people spent buckets of time making it, but the end result was rather flat and a little bit boring. Such a shame. 2 stars."
"120","Once more, as the weekend arrives: if you like engaging, well-animated, entertaining family fare, you need to see Missing Link."
"121","Was gonna see Missing Link today, but the weather is too crap to drive in"
"122","I've been really depressed lately so I've decided to have fun today. I’m gonna wear really outrageous earrings and eat lasagna and go see Missing Link and Shazam AND MAYBE EVEN A THIRD FILM IF I FEEL LIKE IT BECAUSE I CAN AND I WILL BE HAPPY DAMMIT"
"123","I really don’t want Laika to go out of business bc I love the look &amp; craft of their films but I really have zero desire to see Missing Link. 
I don’t really want to go watch a movie I won’t enjoy just to support a studio I like...."
"124","@Chris_Stuckmann Wanted to hear thoughts on Missing Link. I saw it today and found the story average. Wanted to hear your take since you admired Laika Animation and their movies"
"125","Missing Link is bombing and honestly I’m not surprised. It’s 2019 and Laika is still relying on a “look at how impressive our animation is” mentality to market their movies. Modern audiences do not care about stop motion. They need better ways to advertise their movies than this"
"126","@Smintytv After, Little, Missing Link and Hellboy in that order LOL I have amc a-list which let's me see 3 movies a week for $20 a month in any format <U+0001F440>"
"127","Missing Link is absolutely lovely <U+0001F970>Laika treats me nice."
"128","'Shazam!'
Fun Superhero adventure has humour and heart

Niall's Verdict - 4/5 stars

'Missing Link'
Beautifully animated stop motion escapade has old fashioned charm

Niall's Verdict - 3/5 stars"
"129","@CineSportsTalk We missed this screening. We never complain about free. The audience always claps and cheers at the end, at bad movies (Missing Link)"
"130","(hot take: Disney (along with poorly executed marketing) is responsable for Missing Link’s failing box office)"
"131","Missing Link is my last hope to see a good movie this weekend. Little, After, and Hellboy have made for one of the worst wide release weekends in some time."
"132","I need to watch Missing Link"
"133","The Missing Link live action, out now"
"134","@AMCTheatres my disappointment is immeasurable and my day is ruined. I went to go see a movie today and all of your Mango Missing Link slushee machines were not working. #shareamc"
"135","Got most of my tax stuff done so I'm going to see Missing Link tonight!"
"136","@PostCreditScene In 'Missing Link', there isn't a credits scene per say. But after the first part of the credits, they showed how they made a particular sequence in a time-lapse."
"137","Missing Link was everything I like... Smart, funny and beautiful. If you’re remotely interested, you’ll really enjoy it.  (Stay thru the credits for another peak behind Laika’s curtain. It’s mind-boggling!)"
"138","imo it wasn’t advertised as well as it could’ve been, but it’s been a struggle for any Laika movie that’s not “creepy.” I only saw one Kubo trailer during any of the lead up to release, but that one was beautiful and intriguing. The Missing Link ones felt very run of the mill..."
"139","I saw the new Laika movie Missing Link today and it was wonderful and beautiful as Laika always produces please see it and support Laika’s amazing work"
"140","#UnpopularOpinion: Laika edition

-Coraline is boring af, I fall asleep everytime i start watching it.

-i like Paranorman, it drags on a bit during the 3rd act but still good.

-i have not seen boxtrolls or kubo.

- interested in seeing Missing Link."
"141","@cartoonbrew I love Laika, but they are a victim of audience expectations for what stop motion “should” be—as in something you would have seen in Hot Topic circa 2005. Coraline, Paranorman (and even Boxtrolls) fit it. Kubo and Missing Link don’t. 

It rough to try to grow a stylistic genre."
"142","I thoroughly enjoyed Missing Link. The 6 pre-teenagers who were the only other patrons, left before the first half hour was up. It's not that the humour is adult, but it can only be appreciated by paying close attention. The animation is top notch and the voice cast are excellent"
"143","After is (finally) over. Missing Link is up next. #Movies <U+0001F39E><U+0001F39F><U+0001F3AC>"
"144","@waterboy4hire Coraline and Kubo are the best of Laika imo. Still want to see Missing Link."
"145","Who’s going to see Missing Link?"
"146","Missing Link made $1.6 million on Friday, and won't top $6 for its opening weekend. This is why we can't have nice things. You don't get to complain about how boring American animation is if you don't support the good stuff on the rare occasions we get it."
"147","Ok the Missing Link DLC part of Human Revolution is one the worst parts of the game not including the boss fights"
"148","The Missing Link was a movie full of “men ain’t shit, they are colonizers and killers,” so I obviously loved it,"
"149","@STEVE_TRUMPENCE I, I , I, say your Son is right. Missing Link Ish . Like what came first Chicken or The Egg. Definitely History Channel Stuff."
"150","Saw ""Missing Link"" earlier today and thought it was pretty good and comical. Plus finished ""A Silent Voice"" and it was beautiful, honestly it made me feel more than ""Your Name"" (no tears though)."
"151","I really wanted to see Missing Link this weekend to support it at the box office but I’m out of town for a family wedding."
"152","@AMCTheatres - ""Missing Link""s 2.35 aspect ratio was incorrectly masked to 1.85 at Washington DC's Uptown screen - very disappointing"
"153","Go see Missing Link. Support Laika and stop-motion animation."
"154","So I needed to get out of the house to stop myself from excessively stressing about school so guess who spontaneously went to see Missing Link."
"155","Anyway yeah please go see Missing Link! Its a fun time and its worth it to support stop-motion animation as an artform!"
"156","Missing Link spoilers (I guess)

Jesus fuck I sighed so hard inside when they avoided a dumb arbitrary kiss at the end"
"157","@roboplato Watch the Missing Link instead"
"158","@LAIKAStudios getting ready to watch Missing Link! I live your studio"
"159","Has anyone seen Missing Link yet? Going to catch it tomorrow morning and I'm hoping it lives up to the hype. Laika is great after all."
"160","Just got back from ""Missing Link"". Funnier than I expected, an allegory of the slipping grip of violent white men on world affairs. For parents (@ShanelleLittle,@KeneshaisDope) nothing much to worry about for younguns. A couple of puns that will fly over a little kid's head."
"161","Shaq proves he is the King of nicknaming.  Kyle Lowry = The Missing Link."
"162","If you get a chance, please go watch Missing Link. It's such a wholesome fun adventure film with some beautiful animation. @LAIKAStudios continues to make show why their one of the best in the animation. #MissingLink"
"163","finished watching the Missing Link.  It's a lot of fun, funny and I really enjoyed the stop motion animation.  if you like the classic adventure touring around the world you'll enjoy it"
"164","@_HuntingFloof <U+0001F496> I mean
There's those Missing Link ads too 
That movie looks fine but the ads are getting nothing but hate wtf"
"165","@FatKidDeals I didn’t even know they did a collab with that movie. That’s crazy. I just saw Missing Link today."
"166","@saraspondaa_ The Missing Link!"
"167","J-Critic: Missing Link  Creatures are so funny like Zack Galifinakis’s character in this animated adventure that will blow your mind. It’s charming and fun for the whole family to explore the what they encounter. #MissingLink"
"168","Audiences polled by PostTrak gave Missing Link an overall positive score of 81% and a ""definite recommend"" of 63%."
"169","Jack Blessing performs the voice of McVitie, a conductor in Missing Link.  The actor died November 14, 2017 at the age of 66 from pancreatic cancer."
"170","While Missing Link is rated PG and is animated, there are some parts that are probably not appropriate for children."
"171","On review aggregator Rotten Tomatoes, Missing Link holds an approval rating of 89% based on 105 reviews, with an average rating of 7.12/10."
"172","Missing Link is the first Laika film not to be distributed by Focus Features."
"173","The Missing Link is adorable and remarkable."
"174","There are about 40 in my Missing Link screening <U+0001F440>"
"175","@cinemaxwell Missing Link was really bad"
"176","Sadly, you can pretty much replace 'Missing Link' with any Laika movie and the headline holds true. 

All the Laika movies are *great* and for some reason none of them find the kind of audiences that even schlockiest, most rote 3D animation films routinely get."
"177","Just entered this contest. Hoping to win <U+0001F483><U+0001F483><U+0001F483>: Enter to win a$50 Fandango gift card to see #MissingLink in theaters PLUS a Missing Link prize pack including a Colored pencil set, Mini dry erase board, Puzzle, Sticker set, Drawstring backpack, and Orange socks! @momsreview4you"
"178","Please go see Missing Link. So much love and originality is put into Laikas films, don’t sleep on it !"
"179","Might take myself off to the cinema next week and watch The Missing Link, got to support my faves @LAIKAStudios <U+0001F64C><U+0001F49B>"
"180","The Missing Link is the kind of classic world-travelling animated adventure film we haven’t had in a long time. I’m heartbroken it’s not doing well at the box office, but I saw it in a packed theater full of kids laughing along and loving it, and I think that counts for a lot."
"181","Okay now Missing Link (2019) from Laika, whom I love"
"182","@ballmatthew People be sleeping on Missing Link <U+0001F928>"
"183","I've been replaying the Deus Ex games, starting with Human Revolution (Director's Cut) and, uh... wow. Wow, I do not enjoy The Missing Link DLC. It grinds the whole story to a halt and feels like I'm playing an entirely different game."
"184","Honestly confused at Missing Link's poor performance. It seemed to get plenty of advertising and seemed accessible enough to a general audience. Interested to see how this all plays out."
"185","@cinemaxwell I don’t see many trailers in general, but I haven’t seen any for Missing Link pop up anywhere other than by animation enthusiasts here and on YouTube, so that could be a reason. For me it’s that I barely ever go to the movies in general."
"186","It pains me to think that Laika (the company behind ""Kubo and the Two Strings,"" ""Coraline"") could either fold or merge with how poorly ""Missing Link"" is fixing to perform. Their model of going after teens and more mature young kids is exceptional, but the outlook is grim."
"187","So I’ve just finished the Missing Link, so here’s my review:
Story: 8/10
Characters: 8/10
Animation: 9/10
Music: 9/10
Voice actors: 9/10
Visual effects: 10/10
Total: 9/10"
"188","About to watch #Hellboy , I feel like my run of quality films ends tonight.  

Missing Link
Shazam! 
Hotel Mumbai 
The Beach Bum
Gloria Bell

Were all very good/great movies."
"189","About to watch #Hellboy, I feel like my run of quality films ends tonight.  

Missing Link
Shazam! 
Hotel Mumbai 
The Beach Bum
Gloria Bell

Were all  very good/great movies."
"190","I hope Missing Link does well, Laika must survive and thrive"
"191","The movie Missing Link is so good :,)"
"192","@davechensky Dude I’m always heartbroken about Laika movies because they are always brilliant. Coraline, Kubo... some of my favorite animated movies in years. I wish folks would show up for movies like these. I’m excited to see Missing Link"
"193","Just wanna say that what's happening with Missing Link is pretty much what happened with Shaun the Sheep Movie in the US along with Early Man, so I'll be advertising the hell out of the sequel."
"194","We just got out of Missing Link and it was incredible

The story was good and I liked the characters but the animation quality was fucking phenomenal. It's was an hour and half long flex fest by all of Laika

Don't let the bad trailer fool you. Please go see it in theaters"
"195","I was almost interested in Missing Link
.
.
.
but then I found out that trump-kushner apologist Hugh Jackman is in it."
"196","@HatokTalk Swap out ""Missing Link"" for literally any of their previous films and nothing changes."
"197","@KevinRBrackett @HellboyMovie @aftermovie @LAIKAStudios @marsaimartin Just watched Little, loved it, I laughed so hard...Issa Rae was delightful. Hoping to see Missing Link soon"
"198","I want to go watch Missing Link, but I'm afraid it might trigger memories of Harry and the Hendersons... one of the saddest movies I've ever watched."
"199","Please see Missing Link... it’s a really fun film <U+0001F5A4><U+2728>"
"200","Hugh Jackman's voice acting and the animation for his character made Missing Link worth watching all by themselves."
"201","I wanna go see Missing Link in theatres with my mom soon, heck."
"202","Reral Movie News: Shazam should be #1. Hellboy (with no Del Toro) only about $13m. Little ($15m) and After($8m) are both going to end up making money eventually so those numbers are not bad. Missing Link animation style is very cool but fails to catch on in US and will do $6m"
"203","Everyone please go see Missing Link its so fucking good and the ankmation IS STUNNNNNING <U+0001F31F><U+0001F496>"
"204","I say this having seen Kubo, Coraline, Corpse Bride, Paranorman, and Missing Link"
"205","I knew Missing Link was gonna flop because of lack of marketing, but damn this really hits me hard. Stop motion is a beautiful medium and its sad to see this not be a success."
"206","“Were you leaning in for a kiss? Yeah I’ve been there before... well, actually I haven’t, but I can imagine that’s how it would go down with me too.”
-Susan (The Missing Link)"
"207","I wanna watch The Missing Link so bad"
"208","I know everyone in the Laika fandom was really skeptical about The Missing Link but I thought it was really cute, SUPER funny, and very original. I think everyone who sees it will find at least one thing in the movie they’ll love.  PLEASE go see it!!!"
"209","Missing Link is gorgeous and full of charm. Well done, @LAIKAStudios friends!"
"210","Missing Link Only Made 5.8 million with Worldwide of 7 million I can't find a budget yet but there gonna take a huge lose WHAT IS WRONG WITH ALL OF YOU"
"211","@Toon4Thought @Animated_Antic I go see all the animated movies and I will be seeing Uglydolls in a few weeks and I have gotten that trailer before Lego Movie I've gotten it before How to Train Your Dragon wonderpark Dumbo (even though that's not animated I still went to go see that) and Missing Link"
"212","@raul_alcantar8 1. Lego Movie 2
2. Missing Link 
3. The Hidden World"
"213","Hey now that @LAIKAStudios  has 5 movies I can do a top 5. It'll be the easiest top 5 I've ever done.
1. Coraline
2. Kubo and the Two Strings
3. Missing Link
4. Boxtrolls
5. ParaNorman"
"214","@cvw220 I saw Shazam!, Missing Link, Little, and Hellboy this week. They were all pretty good."
"215","@Clptp I think Kubo is much more a piece with Coraline and ParaNorman than boxtrollls was or Missing Link is going to be so idk what else to conclude that the offending party's problem is the representation in that movie"
"216","Never gave my thought on the movies earlier. Missing Link was fun. Better than Kubo (and especially Box Trolls). About on par with Paranorman."
"217","Just watched Missing Link by Laika! It was such a beautiful movie and the environments...! AMAZING<U+0001F64C><U+2728><U+2728> 
I wanna join their team one day <U+0001F333>"
"218","Just saw Missing Link! Loved it! My favorite film of 2019! #LinkPrizeGiveaway"
"219","Everyone literally go watch Missing Link in theaters it's so fucking good and I have heard nothing about it"
"220","I just realized I don't think we're getting Missing Link in Mexican cinemas. We didnt get Us either I'm so frustrated and sad <U+0001F62D>"
"221","Missing Link is getting good critical reviews???"
"222","There’s literally no in between. Coraline, Paranorman, and Kubo are all masterpieces and I’ve heard good things about Missing Link but Boxtrolls feels like an especially bad Dreamworks movie. Like Bee Movie or Shark Tale."
"223","Oh jeezes, Laika is possibly gonna go bankrupt isn't it?
They flopped with Kubo and now Missing Link isn't doing too hot. The film industry is cruel to those that are unique and stray away from what's safe."
"224","If film twitter and cinefiles cared more about animation then stop motion animated features wouldn’t have such a hard time at box office. Also Missing Link is a really solid film don’t miss out. It really needs some love."
