"","text"
"31","@HilaryDuff is back to acting?!!!! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #thehauntingofsharontate"
"32","@T_in_utopia_12 @HilaryNews @HilaryDuff @JonathanBennett @LydiaHearst @WTylerJohnson @p_sza @VoltagePictures @ETAFilms @gmtfilms @farrands1 @JorGarciaC @HauntingOfTate That's what I thought <U+0001F914>
Still excited for this"
"33","@HilaryNews @HilaryDuff @JonathanBennett @LydiaHearst @WTylerJohnson @p_sza @VoltagePictures @ETAFilms @gmtfilms @farrands1 @JorGarciaC @HauntingOfTate She deactivated comments on the post <U+0001F914><U+0001F914><U+0001F914>"
"34","While #TheHauntingOfSharonTate is not available in Brazil, I'm getting it on torrent. <U+0001F64C><U+0001F3FE> Thank you internet"
"35","@Rugratswhore97 @HauntingOfTate @LydiaHearst Lucky I want this package too."
"36","@matt_mts_ @HilaryNews @HilaryDuff @JonathanBennett @LydiaHearst @WTylerJohnson @p_sza @VoltagePictures @ETAFilms @gmtfilms @farrands1 @JorGarciaC @HauntingOfTate She had to tbh. So much controversy over thse two films even being made."
"37","@T_in_utopia_12 @HauntingOfTate @HilaryDuff @JonathanBennett @LydiaHearst Take pics of the listings and poster when you get there!"
"38","@hilaryduff were you pregnant with precious little Banks when you filmed this? #TheHauntingOfSharonTate"
"39","I cant tell you guys how excited I am this is @HilaryDuff ‘s first horror film!!!! #TheHauntingOfSharonTate"
"40","@HauntingOfTate I live in an area where the film isn't showing (Philadelphia). Do you know where specifically I can watch the movie on demand???"
"41","@Xtian_Leon @HauntingOfTate @LydiaHearst That’s what I want to know too. Where exactly can I watch this if I’m not near a theatre???"
"42","@HauntingOfTate For anyone else interested, I was able to find it on amazon prime video. Looks like it might be available for rental stream eventually on YouTube Movies as well. Excited to watch in a bit!"
"43","My Hilary Duff fans, #TheHauntingOfSharonTate is available to buy and also to rent on iTunes and Amazon Prime Video!! <U+0001F4FA>"
"44","New To Theaters This Weekend (April 5th - 7th, 2019):

#Shazam

#PetSematary

#TheHauntingOfSharonTate

#UnicornStore (Netflix Original)"
"45","Not a fan of alternate-history movies anyway but #TheHauntingOfSharonTate seems to cross the line for me. Even if it’s a good movie (haven’t watched), Sharon Tate deserves more than an opportunistic horror made in her name."
"46","@HilaryNews @HilaryDuff @JonathanBennett @LydiaHearst @WTylerJohnson @p_sza @VoltagePictures @ETAFilms @gmtfilms @farrands1 @JorGarciaC @HauntingOfTate I was curious about that?! I went to check the post out and saw no comments. Said to myself “people getting mean”."
"47","Seriously can’t wait to see this movie! To see @HilaryDuff play a role like this is exciting. 

I hope all you haters check it out before you bash it. People be jealous of others success."
"48","Im waiting for @chiefer91 to get home so we can watch this together. Since the @Mariners have played already today <U+0001F618>"
"49","THE HAUNTING OF SHARON TATE really took me by surprise.  What could have been a cheap gimmick turned out to be a melancholic twist on a cultural touchstone.  Check out more in my review."
"50","@DuffPictures @HilaryDuff @HauntingOfTate @LydiaHearst @ETAFilms @sabanfilms @VoltagePictures Where? I find no info on where and how I can see it"
"51","@JonathanBarkan Stop spreading negative hate on the Haunting Of Sharon Tate!!! Being limited to certain story lines or productions that aren’t in your personal Taste doesn’t mean the film is bad! I’m sorry @HauntingOfTate didn’t pay you enough for a positive review like other big directors!!!"
"52","@HauntingOfTate Who needs harsh Critics when When the voice of the Audience is more important! I find the harsh reviews are based on their lack of knowledge on Sharons documented Dream, and the positive ones are actually based on their options on the film and in what universe it takes place in."
"53","@FamShore @HauntingOfTate I never got paid? And my whole job is centered around horror and thrillers, so I'm deeply embedded in this world."
"54","@HauntingOfTate hi! Can i ask you if i want to watch on video demand online which official website or app should i use?"
"55","@HauntingOfTate will the movie be available on spectrum on demand tomorrow? #TheHauntingOfSharonTate"
"56","@HauntingOfTate @LydiaHearst On demand?"
"57","@HauntingOfTate Is this in the US only? What about Canada?"
"58","@HauntingOfTate i’ll stick to respecting the wishes of Debra Tate"
"59","Did Sharon Tate actually sound like this or what is the voice Hilary Duff is doing? #TheHauntingOfSharonTate"
"60","Sharon Tate just killed Tex Perkins? I'm pretty sure that didn't happen... #thehauntingofsharontate"
"61","how can you do a movie about a real murder and change the ending like that????
#TheHauntingOfSharonTate"
"62","mind blown.
#TheHauntingOfSharonTate just twists everything madly. i hope younger people don't think this is in any way a true account of things. while it has been said she had visions/dreams beforehand that is about the only semi truth to be found"
"63","planning to watch #TheHauntingOfSharonTate today.
i expect it to be a bit cheesy. i hope i am pleasantly surprised.
i just hope it is respectful"
"64","#TheHauntingOfSharonTate 

really this movie is a train wreck. if it was total fiction then okay but this is just a terrible, twisted tale of what never happened."
"65","Omg the first quote. Britney’s impact!"
"66","Next movie on my list. #thehauntingofsharontate I'll post my opinion afterwards."
"67","@HauntingOfTate @DuffPictures @iTunes I want to buy this movie in Mexico."
"68","@HauntingOfTate @DuffPictures @iTunes I want to buy this movie on mexico."
"69","Is The Haunting of Sharon Tate playing anywhere!?i I can’t find ANY showtimes in my part of the state. <U+0001F629> @HauntingOfTate"
"70","My mom is a beast and watched #TheHauntingOfSharonTate with me today. We were so impressed by @HilaryDuff! Loved the ending, so heartbreaking"
"71","bout to watch #TheHauntingOfSharonTate don’t @ me..."
"72","A lot of Sharon Tate films about at the moment."
"73","Prepare for @LydiaHearst and @JonathanBennett to amaze you!! Such a trippy - and horrifyingly frightening - film!!"
"74","I tried with this one as I was looking forward to it, but found the lead to be to distracting and off-putting."
"75","Theater showings!!"
"76","anyway im gonna stop ranting now and just say i enjoyed this wayyyyy more than i expected, it is nowhere near the worst depiction ive seen of this and i dont agree with yall in the slightest 6.8/10 #TheHauntingOfSharonTate"
"77","saying high castle is about nazis winning so its tasteless and wrong... on top of that hillary duff gives the best performance ive seen her give(admittedly im not hugely familiar with her whole catalogue)... ive also heard people it provides nothing new #TheHauntingOfSharonTate"
"78","which is not accurate almost all the films and interpretations of this event are told with focus on charlie, the murderers(tex and the girls) and the family... this focuses on the victim/s spoilers who are not victims here...  #TheHauntingOfSharonTate"
"79","yo know what... ive been watching ppl dumping on this movie for a couple of days.. and im gonna have to be the dissenting opinion here... this is not an accurate representation, its alt history, states itself as such and should be regarded as such  #TheHauntingOfSharonTate"
"80","the message of which is no one is fated to be a victim, and that we are in a time and place where women and victims will fight back and win against those who try to brutalize them... most of criticism i see around this movie is about as deep as #TheHauntingOfSharonTate"
"81","Trying to watch #TheHauntingOfSharonTate but the obnoxious self centered ho has a problem with it cause she think shes everything! :D
You dumb duck, let it go!"
"82","@HauntingOfTate @ETAFilms @sabanfilms @VoltagePictures @HilaryDuff @JonathanBennett @LydiaHearst Watched i last night on On Demand and really disliked it."
"83","@HauntingOfTate @iTunes Will it be released on DVD at all?"
"84","#TheHauntingofSharonTate appears to be one big existential crisis for Tate (Duff)"
"85","#TheHauntingOfSharonTate gave Sharon a fighting chance. It ends the way the events ended in real life, but the story gave her a chance to fight back, even if it wasn’t what really happened. Let’s all chill out and just say it’s a bad movie cause it’s just bad lol."
"86","When I saw “wolves at the door” I felt like <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F> it’s not enough I want more depth into it... now this <U+0001F60D> #cantwait"
"87","@JeffYorkWriter @HauntingOfTate @DanielFarrands @CreativeScreen I'm sorry I can't make it out how people called this piece of garbage 'a disturbing true crime thriller'. There's nothing true about it, it's a pure fictional exploitation movie."
"88","@HauntingOfTate @ETAFilms @sabanfilms @VoltagePictures @HilaryDuff @JonathanBennett @LydiaHearst To all of those involved. Shame on you. This disgusting twisted made up take on what REALLY HAPPENED is beyond comprehension. I hope you get sued for this mishmash of out and out lies. What a piece of trash."
"89","@GaymerPS4 @HauntingOfTate What documented dream? That is a bunch of bullshit. Maybe it is YOU who needs to stop listening to crap. I know everything about this case inside and out and NONE of those victims had an inkling of what was to happen. Talk to her sister sometime."
"90","@LondonHorrorSoc @HauntingOfTate You are out of your f'ing mind. Steven Parent NEVER worked at Cielo. He was at the wrong place at the wrong time and I hope the Parent family sues the pants off this so called director. So many things that NEVER happened. Piece of junk."
"91","Sorry for all the @HilaryDuff spam I just love her and this new movie shes in called #TheHauntingOfSharonTate and I cant get enough of it. I promise I’m done... for now. <U+263A><U+FE0F> goodnight friends."
"92","Finally watched @HauntingOfTate and i absolutely LOVED it... took me awhile to understand what was happening but i absolutely loved the directors take on #CharlesManson and #mansonfamilymurders #Cielo #hauntingofsharontate @HilaryDuff performance was stunning #sharontate"
"93","@HauntingOfTate someone posted the movie on youtube"
"94","I'm so proud of my baby @HilaryDuff what a movie<U+0001F44F><U+0001F3FB> congrats!!! This film is amazing, we need it in Mexico!!!"
"95","@nogutsnopodcast Minimalistic storytelling and feels either like a made for TV movie or one of my college videos from 20+ years ago (only not as good) #thehauntingofsharontate #charlesmanson #hilaryduff"
"96","#TheHauntingOfSharonTate Loved it @HilaryDuff @JonathanBennett @DannyFernandes I love a movie that makes you think!"
"97","Just finished #thehauntingofsharontate the camera work is pretty good, the music is haunting. I could see the point @farrands1 was making with the film. 
Goodnight folks."
"98","@ohhtheaudacity @HauntingOfTate @HilaryDuff Also it’s not based off the actual events but in a dream state:-) hope you ace your paper!!"
"99","I muuuuust see #TheHauntingofSharonTate at @cinemavillage this week. If I don't I fear *they* will take away my 2005 @HilaryDuff wall calendar and I can't have that happen!"
"100","@HilaryDuff @HauntingOfTate The Haunting of Sharon Tate was actually way better than I expected n I love the twist at the end so much fun to watch <U+2764>"
"101","I don't know why so many are hating on #thehauntingofsharontate. Sure they took great liberties. But, it gave the victims' perspective on that fateful night. Most movies focus on #manson &amp; family. Plus, what's wrong with a ""what if"" scenario thrown in at the end. I liked it."
"102","There is apparently a movie called #TheHauntingOfSharonTate... I will need to see this."
"103","@redbox why do you not have an app available for #Playstation4 #ps4 @PlayStation .... freakin dumbb!!!! Love, annoyed customer <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F624> i just wanna watch @HauntingOfTate #thehauntingofsharontate @HilaryDuff <U+0001F62B><U+0001F62B><U+0001F62B>"
"104","It was the score for the film composed by FANTOM! #TheHauntingOfSharonTate"
"105","But what really happened to them was truly tragic. And that poor baby never got to see the light of day. #TheHauntingOfSharonTate"
"106","Cannot WAIT to watch my girl @HilaryDuff in #TheHauntingofSharonTate whats everyones consensus on this #charliemanson story? #sharontate #hollywood"
"107","ITunes, Amazon Prime, Google Play, Vudu, Red Box On Demand, and all other On Demand Carriers! Do a master search for the film! #TheHauntingOfSharonTate"
"108","What the hell is this? #TheHauntingOfSharonTate"
"109","Just when I thought Wolves At The Door was the worst that horror had to offer"
"110","It’s Sunday and I’m killing time before the new #KillingEve (haha) so watching #TheHauntingofSharonTate just to see how bad it really is.... <U+0001F914>"
"111","extremely interesting subject though.. while i dont think the movie fully works in other aspects.. the idea that we can reimagine and reconstruct the 50yr media portrayal of ""helpless"" into ""fighter"" just once, even if only in fiction, is a powerful one  #TheHauntingOfSharonTate"
"112","Way to go @farrands1 !!"
"113","@redboxcare @PlayStation @HauntingOfTate @HilaryDuff Still disappointed to know you dont have an app..."
"114","@redboxcare @PlayStation @HauntingOfTate @HilaryDuff Hard pass.... missing out on a HUGE market, thanks but no thanks! <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>"
"115","She’d be a fantastic addition @FXNetworks @AHSFX #AmericanHorrorStory"
"116","@redboxcare @PlayStation @HauntingOfTate @HilaryDuff I have not and will be attempting momentarily"
"117","@jquijada89 @HauntingOfTate @HilaryDuff Rented on demand!"
"118","@HauntingOfTate @DuffPictures I want download this movie on México."
"119","@HauntingOfTate @HilaryDuff @NyssaGuzman will you watch this wiff me"
"120","@elrealgoose @HauntingOfTate @HilaryDuff Uhhhhhh not sure if I’d survive <U+0001F64A>"
"121","@beenotbea takes a look at the new #TheHauntingOfSharonTate and finds an intriguing plot device that elevates the film beyond some subpar performances. #Horror #MakeHorrorHappy"
"122","Wondering why she didn't just checking in to a hotel or something because she was getting all kinds of bad signs."
"123","@HauntingOfTate Hi, I watched this tonight, was impressed. Great film. So sad what happened to her due to these pathetic cult weirdos."
"124","@HauntingOfTate @HilaryDuff What a great film this was."
"125","@HarrisonSmith85 Will you watch #TheHauntingOfSharonTate?"
"126","#TheHauntingofSharonTate ... I feel like this movie only exists so that people will stop talking about whether or not Tarantino is the right guy to handle the Tate / Manson Murders..."
"127","@kelle743 @PlayStation @HauntingOfTate @HilaryDuff Have you tried accessing/streaming it on your PS4 browser?"
"128","@kelle743 @PlayStation @HauntingOfTate @HilaryDuff Sounds good! I feel ya - we want to be on everything to appease all our customers regardless of their platform of choice. We're exploring different options and planning to expand our reach, so stay tuned!"
"129","@HauntingOfTate @WEdreamer My birthday is the 5th. So best believe it’s going to be a early birthday present for myself. <U+0001F973>"
"130","Birthday is June 5th. 
Early birthday gift to myself<U+0001F973>"
"131","Just watched #thehauntingofsharontate."
"132","@HauntingOfTate I found the one of them, that's called 'From Above"". Please can you help me and give me a name of the score, which was played in the ending scene and the end title credits. Thank you.

 #TheHauntingOfSharonTate"
"133","@HauntingOfTate can I ask you about of release on iTunes the music, which were played in the end titles of the movie.

#TheHauntingOfSharonTate"
"134","@HauntingOfTate @HilaryDuff The scene in the picture lmao  and the other one with the same character earlier."
"135","The exploitative-ness Of @HauntingOfTate wouldn’t be so bad if the movie itself were actually good. #HilaryDuff May look like #SharonTate but that’s about it."
